,industry,job_title,description,job_link,job_id
360,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,1360
361,"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*,1361
362,"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*,1362
363,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,1363
364,Internet,Android Developer,"# What you will do - Architect and develop Instamojo’s Android app from scratch   - Implement beautiful UIs and transitions that result in high productivity and delight among Instamojo’s seller and buyer userbase   - Conceptualise, design and execute features that enhance our mobile products   - Dedicatedly maintain and improve the codebase of the app and product with scheduled releases of new fea...",https://www.linkedin.com/jobs?viewJob=&jobId=43040825&trk=api*a130653*s139051*,1364
365,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,1365
366,Internet,Android Developer,"# What you will do - Architect and develop Instamojo’s Android app from scratch   - Implement beautiful UIs and transitions that result in high productivity and delight among Instamojo’s seller and buyer userbase   - Conceptualise, design and execute features that enhance our mobile products   - Dedicatedly maintain and improve the codebase of the app and product with scheduled releases of new fea...",https://www.linkedin.com/jobs?viewJob=&jobId=43040825&trk=api*a130653*s139051*,1366
367,"Information Technology and Services, Hospitality","Software Engineer - Angular.js, Node.js - SaaS Platform (multiple positions)","Work as part of an exciting, well funded startup  Work in small, cross-functional teams committed to building high quality applications  Drive the design and build out of a new platform, including user-facing features and core back-end functionality  Innovate at a very fast pace to maintain our cutting edge technologies  Qualifications  Love of programming  Strong knowledge of JavaScript with an a...",https://www.linkedin.com/jobs?viewJob=&jobId=59135436&trk=api*a130653*s139051*,1367
368,Information Technology and Services,"Senior Engineer, Media","We are looking for a seasoned engineering talent to be a part of the core engineering team for the company. Role offers opportunity to be a key part of a challenging, fast-paced environment and be the SME (Subject Matter Expert) and shape the technology roadmap in our high-growth, knowledge-driven, young organization.      Responsibilities:  Work together with architecture team to design embedded...",https://www.linkedin.com/jobs?viewJob=&jobId=48344915&trk=api*a130653*s139051*,1368
369,Computer Software,Crossover Software Architect - Java - $30/hr,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970141&trk=api*a130653*s139051*,1369
370,"Information Technology and Services, Hospitality","Software Engineer - Angular.js, Node.js - SaaS Platform (multiple positions)","Work as part of an exciting, well funded startup  Work in small, cross-functional teams committed to building high quality applications  Drive the design and build out of a new platform, including user-facing features and core back-end functionality  Innovate at a very fast pace to maintain our cutting edge technologies  Qualifications  Love of programming  Strong knowledge of JavaScript with an a...",https://www.linkedin.com/jobs?viewJob=&jobId=59135436&trk=api*a130653*s139051*,1370
371,Information Technology and Services,"Senior Engineer, Media","We are looking for a seasoned engineering talent to be a part of the core engineering team for the company. Role offers opportunity to be a key part of a challenging, fast-paced environment and be the SME (Subject Matter Expert) and shape the technology roadmap in our high-growth, knowledge-driven, young organization.      Responsibilities:  Work together with architecture team to design embedded...",https://www.linkedin.com/jobs?viewJob=&jobId=48344915&trk=api*a130653*s139051*,1371
372,"Information Technology and Services, Wireless, Consumer Electronics",Web Developer,"Indigo Quotient Labs is a startup in the Internet of Things domain focused on the Home Automation space. We're passionate about Science and Technology, and how to go about using it to enrich people's lives. Our team is young, dynamic, and always looking to push the envelope on technology. Our engineers are a mixed group ranging from college interns to PhD holders but are united through our love of...",https://www.linkedin.com/jobs?viewJob=&jobId=46397415&trk=api*a130653*s139051*,1372
373,"Marketing and Advertising, Graphic Design",Graphic Designer,"Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op...",https://www.linkedin.com/jobs?viewJob=&jobId=44916993&trk=api*a130653*s139051*,1373
374,E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*,1374
375,"Marketing and Advertising, Graphic Design",Graphic Designer,"Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op...",https://www.linkedin.com/jobs?viewJob=&jobId=44916993&trk=api*a130653*s139051*,1375
376,E-Learning,Full Stack Developer,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  Technology is core to everything we do. You will own a product roadmap that focuses on delivering a superior learning/teaching experience to our students/instructors. You will build cutting edge features that will push the boundaries of online learning.  You will be working with a team that is intense, sma...",https://www.linkedin.com/jobs?viewJob=&jobId=44297922&trk=api*a130653*s139051*,1376
377,Mechanical or Industrial Engineering,Sales and Application Engineer - Workholding,Job Function Generating and executing Orders for the Company’s Standard and Turnkey Products from designated Territories. Coordinate with Service Providers and Components Vendors to complete Turnkey Products to ensure timely despatches. Establish and maintain cordial relationship in working with Customers. Ensure Sales Growth to accelerate Career Growth.Assist Top Management in drawing Marketing P...,https://www.linkedin.com/jobs?viewJob=&jobId=44257916&trk=api*a130653*s139051*,1377
378,Internet,Office Administrator,What is the scope of the work? Be the single point of contact for all the general requirements for smooth functioning of the company. Connect with all the organizations providing ancillary services to Zoomo and coordinate with them to extract their services to the fullest. Your responsibilities will include: Taking care of the general office problems and comfort of the employees – ensuring proper...,https://www.linkedin.com/jobs?viewJob=&jobId=47185943&trk=api*a130653*s139051*,1378
379,Computer Software,Software Engineer,"Your Role and Responsibilities Work along with full-time engineers and build product end to end   Understand scalability, code quality mobile applications   Collaborate with cross-functional teams to define, design, and ship new features.   Unit-test code for robustness, including edge cases, usability, and general reliability.   Continuously discover, evaluate, and implement new technologies to m...",https://www.linkedin.com/jobs?viewJob=&jobId=43065956&trk=api*a130653*s139051*,1379
380,Retail,Communications Officer,1. He or she will plan as well as create content for our blog and social media 2. Is expected to track and learn about latest trends in the retail and internet economy 3. Keep readers hooked on their content with compelling storytelling formats 4. Understand the promotional needs of Primaseller and gaining indepth knowledge of the product   5. Incharge of overall communications strategy of the com...,https://www.linkedin.com/jobs?viewJob=&jobId=44916021&trk=api*a130653*s139051*,1380
381,Mechanical or Industrial Engineering,Sales and Application Engineer - Workholding,Job Function Generating and executing Orders for the Company’s Standard and Turnkey Products from designated Territories. Coordinate with Service Providers and Components Vendors to complete Turnkey Products to ensure timely despatches. Establish and maintain cordial relationship in working with Customers. Ensure Sales Growth to accelerate Career Growth.Assist Top Management in drawing Marketing P...,https://www.linkedin.com/jobs?viewJob=&jobId=44257916&trk=api*a130653*s139051*,1381
382,Internet,Office Administrator,What is the scope of the work? Be the single point of contact for all the general requirements for smooth functioning of the company. Connect with all the organizations providing ancillary services to Zoomo and coordinate with them to extract their services to the fullest. Your responsibilities will include: Taking care of the general office problems and comfort of the employees – ensuring proper...,https://www.linkedin.com/jobs?viewJob=&jobId=47185943&trk=api*a130653*s139051*,1382
383,Computer Software,Software Engineer - Java,"We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented global software team that works on mission-critical applications. You will be responsible for Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing. This role...",https://www.linkedin.com/jobs?viewJob=&jobId=46381950&trk=api*a130653*s139051*,1383
384,Internet,Infrastructure Engineer," Develop and maintain the build infrastructure. Setup and automate development, testing, staging, and production systems for new services. Plan and automate software deployments and service upgrades Develop systems and software to monitor and report service information. Investigate and recommend PAAS and IAAS solutions. Take care of VPN and audit access to production servers....",https://www.linkedin.com/jobs?viewJob=&jobId=47110054&trk=api*a130653*s139051*,1384
385,Computer Software,Software Engineer - Java,"We are looking for a Java Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented global software team that works on mission-critical applications. You will be responsible for Java/Java EE application development while providing expertise in the full software development lifecycle, from concept and design to testing. This role...",https://www.linkedin.com/jobs?viewJob=&jobId=46381950&trk=api*a130653*s139051*,1385
386,Internet,Infrastructure Engineer," Develop and maintain the build infrastructure. Setup and automate development, testing, staging, and production systems for new services. Plan and automate software deployments and service upgrades Develop systems and software to monitor and report service information. Investigate and recommend PAAS and IAAS solutions. Take care of VPN and audit access to production servers....",https://www.linkedin.com/jobs?viewJob=&jobId=47110054&trk=api*a130653*s139051*,1386
387,Internet,Software Developer,"As Software Developer you will Write backend services that power our listings , internal dashboards and platform. Our services are built on erlang,python and clojure. Write angularjs/react frontend js to interact with the backend. Write a clean, fast and maintainable code using functional paradigms. Research on latest trends in software and adapt them for business needs. Contribute to open source...",https://www.linkedin.com/jobs?viewJob=&jobId=46397335&trk=api*a130653*s139051*,1387
388,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,1388
389,Online Media,Content Writer,"We are looking for a creative writer to join our digital marketing team. You'll be required to brainstorm with the team and bring content ideas to the table. You'll be writing for our social media marketing initiatives, online campaigns and ads, blog posts and articles, marketing collateral, scripts, web pages and infographics. Our ideal writer has about a year or two of experience and is looking...",https://www.linkedin.com/jobs?viewJob=&jobId=47177428&trk=api*a130653*s139051*,1389
390,Internet,Software Developer,"As Software Developer you will Write backend services that power our listings , internal dashboards and platform. Our services are built on erlang,python and clojure. Write angularjs/react frontend js to interact with the backend. Write a clean, fast and maintainable code using functional paradigms. Research on latest trends in software and adapt them for business needs. Contribute to open source...",https://www.linkedin.com/jobs?viewJob=&jobId=46397335&trk=api*a130653*s139051*,1390
391,Wireless,DSP Engineer,"Job Description: Developing, testing and integrating LTE PHY on Embedded / DSP platforms.  Job Requirement:  (i) Working experience in LTE Physical layer (L1).  (ii) Working experience on (a) Texas Instrument Keystone SOC 6618 / TI 6670 / TI 6631 (b) Code Composer Studio (c) SYSBIOS (RTOS).  (iii) Working experience in porting wireless standard (LTE physical layer) to SOCs/DSPs/Embedded systems (m...",https://www.linkedin.com/jobs?viewJob=&jobId=44974954&trk=api*a130653*s139051*,1391
392,Online Media,Content Writer,"We are looking for a creative writer to join our digital marketing team. You'll be required to brainstorm with the team and bring content ideas to the table. You'll be writing for our social media marketing initiatives, online campaigns and ads, blog posts and articles, marketing collateral, scripts, web pages and infographics. Our ideal writer has about a year or two of experience and is looking...",https://www.linkedin.com/jobs?viewJob=&jobId=47177428&trk=api*a130653*s139051*,1392
393,Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*,1393
394,Consumer Electronics,Firmware Engineer,"Design &amp; develop firmware for 32-bit ARM Microcontrollers, 8-bit &amp; 16-bit Microcontrollers &amp; 32-Bit ARM Microprocessors Develop using Embedded C, RTOS and/or Linux OS environment Develop drivers for peripherals such as UART, SPI, I2C, USB Integrate low-power Wireless interfaces such as BLE, Zigbee, 6LoWPAN Develop firmware to interact with Hardware such as ADC, PWM, Timers Integrate co...",https://www.linkedin.com/jobs?viewJob=&jobId=60876382&trk=api*a130653*s139051*,1394
395,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,1395
396,Marketing and Advertising,Content Development & Digital Marketing  - Lifestyle Vertical,"Create, develop and manage content for client’s web and presence on Popular Social Platforms Expand the presence on Social media platforms and improve the quality of content shared Coordinate on client’s online projects  Maintain a consistent look and feel throughout all online assets and properties Working with a cross-departmental team, maintain and develop the master content calendar for all on...",https://www.linkedin.com/jobs?viewJob=&jobId=44916773&trk=api*a130653*s139051*,1396
397,Internet,UI / UX Designer,"The position of UI/UX Designer at Xelpmoc is ideal for designers who aspire to become experts in web and mobile app design. It offers the opportunity to gain critical skills and experience by working simultaneously on a range of interesting and important projects. The successful candidate will benefit from top notch mentorship from our experienced staff, as well as our network of external experts....",https://www.linkedin.com/jobs?viewJob=&jobId=60345039&trk=api*a130653*s139051*,1397
398,Consumer Electronics,Firmware Engineer,"Design &amp; develop firmware for 32-bit ARM Microcontrollers, 8-bit &amp; 16-bit Microcontrollers &amp; 32-Bit ARM Microprocessors Develop using Embedded C, RTOS and/or Linux OS environment Develop drivers for peripherals such as UART, SPI, I2C, USB Integrate low-power Wireless interfaces such as BLE, Zigbee, 6LoWPAN Develop firmware to interact with Hardware such as ADC, PWM, Timers Integrate co...",https://www.linkedin.com/jobs?viewJob=&jobId=60876382&trk=api*a130653*s139051*,1398
399,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,1399
400,Marketing and Advertising,Content Development & Digital Marketing  - Lifestyle Vertical,"Create, develop and manage content for client’s web and presence on Popular Social Platforms Expand the presence on Social media platforms and improve the quality of content shared Coordinate on client’s online projects  Maintain a consistent look and feel throughout all online assets and properties Working with a cross-departmental team, maintain and develop the master content calendar for all on...",https://www.linkedin.com/jobs?viewJob=&jobId=44916773&trk=api*a130653*s139051*,1400
401,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,1401
402,"Information Technology and Services, Graphic Design",Javascript Developer,"Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -...",https://www.linkedin.com/jobs?viewJob=&jobId=44990901&trk=api*a130653*s139051*,1402
403,Internet,Full Stack Engineer,"Be part of a rockstar team in a dynamic, fun environment. Be ready to turn around releases every 3 weeks. Unmatched opportunity to be all you can be. Accelerate your learning as you work on the latest technologies delivering a kick ass social product. Why Myndbee is cool to work at  Small, highly-focused development teams - 3 people on iOS, 3 people on Android, and 2 people on the Server. And NO Q...",https://www.linkedin.com/jobs?viewJob=&jobId=44916772&trk=api*a130653*s139051*,1403
404,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,1404
405,"Information Technology and Services, Graphic Design",Javascript Developer,"Roles and Responsibilities ====================== - Should interface with client to understand the requirements and support needs  - Should be able to analyze requirements swiftly, and offer effective and timely solutions - Should coordinate with team members to track requirements to closure - Should be open to work against tight deadlines - Should have good written and oral communication skills -...",https://www.linkedin.com/jobs?viewJob=&jobId=44990901&trk=api*a130653*s139051*,1405
406,Internet,Full Stack Engineer,"Be part of a rockstar team in a dynamic, fun environment. Be ready to turn around releases every 3 weeks. Unmatched opportunity to be all you can be. Accelerate your learning as you work on the latest technologies delivering a kick ass social product. Why Myndbee is cool to work at  Small, highly-focused development teams - 3 people on iOS, 3 people on Android, and 2 people on the Server. And NO Q...",https://www.linkedin.com/jobs?viewJob=&jobId=44916772&trk=api*a130653*s139051*,1406
407,Online Media,"Graphics Designer (Web, Print and Online Media)","Responsibility: As a Graphic Designer at KNOLSKAPE, you will have two primary responsibilities: Responsible for the visual aesthetic of our products - which would mean you will own the visual design of User Interfaces with sufficient direction from the User Experience Designers Responsible for designing marketing material (including brochures, catalogs and imagery for email marketing, certificates...",https://www.linkedin.com/jobs?viewJob=&jobId=44220579&trk=api*a130653*s139051*,1407
408,Online Media,"Graphics Designer (Web, Print and Online Media)","Responsibility: As a Graphic Designer at KNOLSKAPE, you will have two primary responsibilities: Responsible for the visual aesthetic of our products - which would mean you will own the visual design of User Interfaces with sufficient direction from the User Experience Designers Responsible for designing marketing material (including brochures, catalogs and imagery for email marketing, certificates...",https://www.linkedin.com/jobs?viewJob=&jobId=44220579&trk=api*a130653*s139051*,1408
409,Management Consulting,Assistant and Associate consultants,"Both positions are general management in nature. The role involves working in all types of projects Browne &amp; Mohan consultants undertake, either long term business change projects or short-term assignments such as productivity, quality or branding projects. While business management degree with specialization in Operations, Finance or Marketing is a must, we are open to people with engineering...",https://www.linkedin.com/jobs?viewJob=&jobId=47169281&trk=api*a130653*s139051*,1409
410,E-Learning,SEO Hacker,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  You will be responsible for ranking DeZyre’s website highly in organic search. You will work with various teams to decide on a SEO strategy and execute this on a rapid timeline. You will be working with a team that is intense, smart, data oriented, and passionate about building an all-new higher education...",https://www.linkedin.com/jobs?viewJob=&jobId=44926664&trk=api*a130653*s139051*,1410
411,Computer Software,SAP BASIS ENGINEER - IMMEDIATE JOINING,SAP BASIS ENGINEER for one of our CMM LEVEL 5 CLient. Should have hands on Experience with full time employement. Candidates with completed Notice Period and can join immediately are preferable and eligible to join this job....,https://www.linkedin.com/jobs?viewJob=&jobId=59606655&trk=api*a130653*s139051*,1411
412,Internet,Visual Designer,"Work with design and product management to create and ensure a consistent visual style to new and redesigned features Develop and maintain design wireframes, mockups, and specifications as needed. Export assets and illustrations for developers. Collaborate with other designers to maintain design consistency and coherence across the product as appropriate. Work with our social media manager to brin...",https://www.linkedin.com/jobs?viewJob=&jobId=47105214&trk=api*a130653*s139051*,1412
413,E-Learning,SEO Hacker,"DeZyre is revolutionizing how students and working professionals get trained in job skills.  You will be responsible for ranking DeZyre’s website highly in organic search. You will work with various teams to decide on a SEO strategy and execute this on a rapid timeline. You will be working with a team that is intense, smart, data oriented, and passionate about building an all-new higher education...",https://www.linkedin.com/jobs?viewJob=&jobId=44926664&trk=api*a130653*s139051*,1413
414,Computer Software,SAP BASIS ENGINEER - IMMEDIATE JOINING,SAP BASIS ENGINEER for one of our CMM LEVEL 5 CLient. Should have hands on Experience with full time employement. Candidates with completed Notice Period and can join immediately are preferable and eligible to join this job....,https://www.linkedin.com/jobs?viewJob=&jobId=59606655&trk=api*a130653*s139051*,1414
415,Internet,Visual Designer,"Work with design and product management to create and ensure a consistent visual style to new and redesigned features Develop and maintain design wireframes, mockups, and specifications as needed. Export assets and illustrations for developers. Collaborate with other designers to maintain design consistency and coherence across the product as appropriate. Work with our social media manager to brin...",https://www.linkedin.com/jobs?viewJob=&jobId=47105214&trk=api*a130653*s139051*,1415
416,Semiconductors,Virtual Prototype (SystemC) developer,"We are hiring candidates with 1-6 years' experience in System Modelling/Virtual Prototyping. The role is SystemC/TLM2.0 modelling for IPs such as UFS, DDR, etc Below are the details of  the position: Designation : Software Engineer/Team Leader Experience :  1-6 years’ of solid experience in  System Modelling (SystemC, C++, TLM) Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Computer Science, Elect...",https://www.linkedin.com/jobs?viewJob=&jobId=38693129&trk=api*a130653*s139051*,1416
417,"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*,1417
418,Semiconductors,Virtual Prototype (SystemC) developer,"We are hiring candidates with 1-6 years' experience in System Modelling/Virtual Prototyping. The role is SystemC/TLM2.0 modelling for IPs such as UFS, DDR, etc Below are the details of  the position: Designation : Software Engineer/Team Leader Experience :  1-6 years’ of solid experience in  System Modelling (SystemC, C++, TLM) Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Computer Science, Elect...",https://www.linkedin.com/jobs?viewJob=&jobId=38693129&trk=api*a130653*s139051*,1418
419,Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*,1419
420,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,1420
421,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,1421
422,Internet,Graphic Designer,"Graphic Designers who live and breathe design, typography, color theory, and composition. They'll be responsible for creating stunning visuals for both print and digital media. They will be working closely with digital directors, creative directors, copywriters, and web developers, to translate marketing and brand strategies into comps that render beautifully in print and code....",https://www.linkedin.com/jobs?viewJob=&jobId=44297844&trk=api*a130653*s139051*,1422
423,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,1423
424,Financial Services,CA Intern,"Posted Position TitleCA Intern   About UsGE (NYSE: GE) works on things that matter. The best people and the best technologies taking on the toughest challenges. Finding solutions in energy, health and home, transportation and finance. Building, powering, moving and curing the world. Not just imagining. Doing. GE works. For more information, visit the company's website at www.ge.com   Role Summary/...",https://www.linkedin.com/jobs?viewJob=&jobId=47143312&trk=api*a130653*s139051*,1424
425,Information Technology and Services,Software Engineer,"As a platform builder, you will be responsible for revamping and building the TextNook platform from the ground up. This involves ideation, creating mockups and prototypes and writing the APIs and abstractions that the platform would be built on. You would be given the opportunity to lay the groundwork for creating the future engineering culture by choosing modern agile frameworks and ensuring qui...",https://www.linkedin.com/jobs?viewJob=&jobId=44297463&trk=api*a130653*s139051*,1425
426,"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*,1426
427,Information Technology and Services,Software Developer,"Experience - 2+ years Job Function – Techno-Functional  As a Software Engineer of the Customer Success team you will be responsible to Work through the entire Software Development Life Cycle, from gathering customer requirements, analysing, developing, and deploying them. Understand the product thoroughly and be a functional expert throughout the breadth of Cloud Lending’s products. Analyse custom...",https://www.linkedin.com/jobs?viewJob=&jobId=58403045&trk=api*a130653*s139051*,1427
428,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,1428
429,Information Technology and Services,Software Developer,"Experience - 2+ years Job Function – Techno-Functional  As a Software Engineer of the Customer Success team you will be responsible to Work through the entire Software Development Life Cycle, from gathering customer requirements, analysing, developing, and deploying them. Understand the product thoroughly and be a functional expert throughout the breadth of Cloud Lending’s products. Analyse custom...",https://www.linkedin.com/jobs?viewJob=&jobId=58403045&trk=api*a130653*s139051*,1429
430,"Information Technology and Services, Apparel & Fashion, Retail",Data Specialist,"Hiring for the client a boutique consulting firm, specializing in SAP, Software &amp; Technology Solutions to the fashion industry.  As a data scientist/Analyst, you will get to design and develop data-driven products and features. You will learn and employ the latest in data technologies to power these products. You will develop amazing consumer-facing applications as well as our in-house analyti...",https://www.linkedin.com/jobs?viewJob=&jobId=44222388&trk=api*a130653*s139051*,1430
431,Biotechnology,Product Specialist,"Designation: Product Specialist (Genomics) No. of positions available: 4 Job Locations: Positions available in Bangalore, Hyderabad, Kolkata and New Delhi. Job Description:  Effectively describes the process and value-added benefits of the clinical/research products/services to new and prospective clients.Stays abreast of trends in the marketplace to ensure the product's competitive position. Inte...",https://www.linkedin.com/jobs?viewJob=&jobId=59780182&trk=api*a130653*s139051*,1431
